req_id,source_ref,requirement,task_ids,test_ids,evidence_paths,status
REQ-00187,SRC-01:P002233,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""24. SELECTION BLINDNESS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00188,SRC-01:P002244,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""25. SELECTION TRACE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00189,SRC-01:P002265,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""26. PHASE 3 — ROOT CAUSE REPRODUCTION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00190,SRC-01:P002286,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""27. PHASE 4 — MINIMAL REPAIR"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00191,SRC-01:P002306,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""28. KNOWN SERIALIZATION FAILURE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00192,SRC-01:P002326,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""29. PHASE 5 — EVIDENCE ENGINEERING HARDENING"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00193,SRC-01:P002341,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""30. FAILURE-SAFE PERSISTENCE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00194,SRC-01:P002358,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""31. EVIDENCE STATE MACHINE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00195,SRC-01:P002375,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""32. EVIDENCE LEDGER"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00196,SRC-01:P002409,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""33. IMMUTABILITY / APPEND-ONLY RULE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00197,SRC-01:P002423,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""34. PHASE 6 — ONE VALID TREATMENT"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00198,SRC-01:P002436,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""35. TREATMENT INSTANTIATION EVIDENCE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00199,SRC-01:P002447,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""36. PHASE 7 — PRE-ANALYSIS PLAN LOCK"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00200,SRC-01:P002469,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""37. PILOT VS CONFIRMATORY DATA"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00201,SRC-01:P002477,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""38. PHASE 8 — CAUSAL EXPERIMENT"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00202,SRC-01:P002488,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""39. RANDOMIZATION / ASSIGNMENT ENGINE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00203,SRC-01:P002499,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""40. SEED REGISTRY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00204,SRC-01:P002511,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""41. REPRODUCIBILITY LEVELS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00205,SRC-01:P002520,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""42. INDEPENDENT REPRODUCTION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00206,SRC-01:P002531,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""43. PHASE 9 — LARGE-N"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00207,SRC-01:P002545,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""44. SAMPLE SIZE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00208,SRC-01:P002557,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""45. FAILURE RATE IS A RESEARCH VARIABLE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00209,SRC-01:P002568,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""46. MISSINGNESS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00210,SRC-01:P002580,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""47. LEAKAGE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00211,SRC-01:P002588,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""48. LEAKAGE TAXONOMY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00212,SRC-01:P002605,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""49. MODEL IDENTITY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00213,SRC-01:P002621,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""50. ENVIRONMENT IDENTITY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00214,SRC-01:P002635,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""51. CONFIGURATION FINGERPRINT"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00215,SRC-01:P002650,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""52. ACTION TRACE INTEGRITY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00216,SRC-01:P002666,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""53. OUTCOME SEMANTICS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00217,SRC-01:P002679,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""54. TEST INTERPRETATION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00218,SRC-01:P002687,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""55. PROPERTY-BASED TESTING"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00219,SRC-01:P002699,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""56. MUTATION TESTING"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00220,SRC-01:P002711,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""57. DIFFERENTIAL REVIEW"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00221,SRC-01:P002727,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""58. VARIANT ANALYSIS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00222,SRC-01:P002742,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""59. PHASE 10 — EFFECT ANALYSIS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00223,SRC-01:P002755,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""60. FALSIFICATION-FIRST"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00224,SRC-01:P002768,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""61. SCIENTIFIC HYPOTHESIS TAXONOMY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00225,SRC-01:P002790,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""62. CLAIM REGISTRY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00226,SRC-01:P002815,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""63. CLAIM-TO-EVIDENCE RULE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00227,SRC-01:P002827,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""64. PHASE 11 — REPLICATION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00228,SRC-01:P002842,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""65. REPLICATION COMPARISON"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00229,SRC-01:P002854,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""66. PHASE 12 — COST"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00230,SRC-01:P002867,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""67. RESOURCE METERING"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00231,SRC-01:P002883,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""68. NET ECONOMIC / SCIENTIFIC SURPLUS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00232,SRC-01:P002885,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""["" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00233,SRC-01:P002886,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""NES"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00234,SRC-01:P002887,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""\Delta Utility"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00235,SRC-01:P002888,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""C_{produce}"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00236,SRC-01:P002889,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""C_{select}"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00237,SRC-01:P002890,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""C_{transfer}"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00238,SRC-01:P002891,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""C_{verify}"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00239,SRC-01:P002896,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""69. PHASE 13 — LOOPCELL"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00240,SRC-01:P002915,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""70. LOOPCELL GATES"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00241,SRC-01:P002926,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""71. PHASE 14 — REUSE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00242,SRC-01:P002937,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""72. PHASE 15 — CAPABILITY ACCUMULATION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00243,SRC-01:P002947,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""73. CAPABILITY DEFINITION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00244,SRC-01:P002959,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""74. GENERALIZATION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00245,SRC-01:P002970,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""75. INTERFERENCE / FORGETTING"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00246,SRC-01:P002981,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""76. PHASE 16 — CAPABILITY SCALING"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00247,SRC-01:P002991,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""77. SCALE DESIGN"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00248,SRC-01:P003005,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""78. PHASE 17 — ORP"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00249,SRC-01:P003023,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""["" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00250,SRC-01:P003024,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""a^*"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00251,SRC-01:P003027,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""79. INFORMATION GAIN MUST BE MEASURED"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00252,SRC-01:P003038,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""80. ORP DECISION LOG"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00253,SRC-01:P003055,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""81. AUTONOMOUS ACTION POLICY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00254,SRC-01:P003071,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""82. REVERSIBILITY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00255,SRC-01:P003086,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""83. HUMAN APPROVAL BOUNDARY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00256,SRC-01:P003104,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""84. PROTOCOL LOCK"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00257,SRC-01:P003128,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""85. PROTOCOL CHANGE PROCEDURE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00258,SRC-01:P003150,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""86. COMPARABILITY ENGINE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00259,SRC-01:P003176,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""87. HISTORICAL SAMPLE RULE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00260,SRC-01:P003187,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""88. PHASE 18 — NOVELTY / PRIOR ART"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00261,SRC-01:P003213,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""89. NOVELTY CLAIM BOUNDARY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00262,SRC-01:P003246,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""90. LITERATURE EVIDENCE STANDARD"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00263,SRC-01:P003257,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""91. PHASE 19 — PAPER A"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00264,SRC-01:P003271,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""92. PHASE 20 — PAPER B"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
