req_id,source_ref,quote_ref,normalized_requirement,type,scope,verifiable,notes
REQ-00493,SRC-01:P005766,c7b2da7295a5417b53f3cacd91a0d87ad85d6e5883292f6b72f99591223e23a6,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Layer H1 — Protocol Harness"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=Layer H1 — Protocol Harness; disposition=KEEP_GOVERNANCE
REQ-00494,SRC-01:P005769,0673c3c73544db232dbbef1d224611c797b52c4787dd5a9b204f199b3834d1b6,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Layer H2 — Experiment Harness"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=Layer H2 — Experiment Harness; disposition=KEEP_GOVERNANCE
REQ-00495,SRC-01:P005772,b4160ea49fa90f0cec154baef2ee2e3fa1dfcc27bd1ddbdd7692193bc103258d,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Layer H3 — Evidence Harness"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",EVIDENCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=Layer H3 — Evidence Harness; disposition=KEEP_GOVERNANCE
REQ-00496,SRC-01:P005775,c24187dec34b7cf3113016c2e3e0cb68fa15f7ce6c090044cc0defa1bd8c6e6e,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Layer H4 — Policy Harness"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",CAPABILITY_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=Layer H4 — Policy Harness; disposition=KEEP_GOVERNANCE
REQ-00497,SRC-01:P005778,6be0af9d30539bbbf3cdb936709a59cc6b4d9d11d4b8bbda2b538d3393944b34,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Layer H5 — Audit Harness"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",EVIDENCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=Layer H5 — Audit Harness; disposition=KEEP_GOVERNANCE
REQ-00498,SRC-01:P005783,2518d19b31ac05f0e5a4bef5d04a303851c9583369caea86660029554e9297af,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""237. HARNESS AS A STATEFUL CONTROLLER"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",STATE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=237. HARNESS AS A STATEFUL CONTROLLER; disposition=KEEP_GOVERNANCE
REQ-00499,SRC-01:P005794,c3ac734a0d7766315f863c3a8c8d7e080ced1013368055c84c439be71abcc66e,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""238. HARNESS BOOT SEQUENCE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=238. HARNESS BOOT SEQUENCE; disposition=KEEP_GOVERNANCE
REQ-00500,SRC-01:P005799,9b8624ff27ce6623d9ae8ff734c01d27de29b09db9f087b3dd48da12b253dffe,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""239. HARNESS IDENTITY RECORD"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=239. HARNESS IDENTITY RECORD; disposition=KEEP_GOVERNANCE
REQ-00501,SRC-01:P005804,6b7e826dc71b88e6b01836915ed8fbf4221dc097194eee54806fd4ddd71f84e7,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""240. CANONICAL EXPERIMENT MANIFEST"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",EVIDENCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=240. CANONICAL EXPERIMENT MANIFEST; disposition=KEEP_GOVERNANCE
REQ-00502,SRC-01:P005828,37641d241575b0c3d52c578ab8a0832b2c61464aac0febf5f5978493c404b5df,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""241. PRE-FLIGHT VALIDATION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=241. PRE-FLIGHT VALIDATION; disposition=KEEP_GOVERNANCE
REQ-00503,SRC-01:P005835,fb6ffb0031f7fd29860cc3d7058f8bf39097cff2b8f16be46c4f3bc28af23240,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""242. PRE-FLIGHT FAILURE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=242. PRE-FLIGHT FAILURE; disposition=KEEP_GOVERNANCE
REQ-00504,SRC-01:P005847,f13685690e9025400fb5d15d98ba946477cbdb316c3c098b0eeef445cc1e6aea,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""243. IMMUTABLE EXPERIMENT CONTEXT"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=243. IMMUTABLE EXPERIMENT CONTEXT; disposition=KEEP_GOVERNANCE
REQ-00505,SRC-01:P005856,9bb707c073472cb0e63115b3aef56b9b65a62e18cb069c255df79c1b828d0c78,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""244. EXECUTION CONTEXT HASH"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",PROCESS_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=244. EXECUTION CONTEXT HASH; disposition=KEEP_GOVERNANCE
REQ-00506,SRC-01:P005858,245843abef9e72e7efac30138a994bf6301e7e1d7d7042a33d42e863d2638811,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""["" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=[; disposition=KEEP_GOVERNANCE
REQ-00507,SRC-01:P005859,245f9ac77b115ebefab96115f9cc1f33e540cd6d8acf2e04ea7a33f4bd7c7bb2,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""H_{exec}"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=H_{exec}; disposition=KEEP_GOVERNANCE
REQ-00508,SRC-01:P005864,6f8b9b0b3f2d2dcf8ea43317adde2b088292273c3521fc2059e8c47da94eca41,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""245. C0/C1 HARNESS SYMMETRY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=245. C0/C1 HARNESS SYMMETRY; disposition=KEEP_GOVERNANCE
REQ-00509,SRC-01:P005871,00c380857d1f045a2ea37eba671460fcf769d1b0dd3851cf2f0c5b6c8fec3428,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""246. TREATMENT DELTA ENFORCEMENT"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=246. TREATMENT DELTA ENFORCEMENT; disposition=KEEP_GOVERNANCE
REQ-00510,SRC-01:P005874,245843abef9e72e7efac30138a994bf6301e7e1d7d7042a33d42e863d2638811,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""["" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=[; disposition=KEEP_GOVERNANCE
REQ-00511,SRC-01:P005875,7b374eaafc1ddc3735a41347eca89ae0e1765f91b2dfdb0df5face4aebe25777,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""\Delta_{treatment}"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=\Delta_{treatment}; disposition=KEEP_GOVERNANCE
REQ-00512,SRC-01:P005876,2960ec10e3b200209008c5b6d59f046ec48ccba4fd446203e87cbe526383623c,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Config_{C1}"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=Config_{C1}; disposition=KEEP_GOVERNANCE
REQ-00513,SRC-01:P005883,80782af973d3cb668db7db29f125b877f370948ec5c1d755a2e17a0f2c9af766,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""247. SYMMETRY SNAPSHOT"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=247. SYMMETRY SNAPSHOT; disposition=KEEP_GOVERNANCE
REQ-00514,SRC-01:P005891,baedb2675173267dcc4abd3a26d1d35b92f9ac2f3d0a95d7ef9e45e7a16f6366,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""248. ASSIGNMENT ENFORCEMENT"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=248. ASSIGNMENT ENFORCEMENT; disposition=KEEP_GOVERNANCE
REQ-00515,SRC-01:P005898,51884302b3b0a58a17d46373c2233141961477aace559adbceb4544ce328092b,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""249. RANDOMIZATION INTEGRITY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=249. RANDOMIZATION INTEGRITY; disposition=KEEP_GOVERNANCE
REQ-00516,SRC-01:P005909,53b4bdf26a08c7e9e425bb8b979d8f93393a4b5aa110c0a7cfafd375c9b225aa,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""250. SEED ENFORCEMENT"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=250. SEED ENFORCEMENT; disposition=KEEP_GOVERNANCE
REQ-00517,SRC-01:P005918,69c07f67891d765b0130c4a5630f2ae8e27fb05ebf6acb08e1452c9ff3057e34,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""251. EPISODE SANDBOX"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",SECURITY_CONSTRAINT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=251. EPISODE SANDBOX; disposition=KEEP_GOVERNANCE
REQ-00518,SRC-01:P005927,7759a065faefa2a15a27ac7449cd829795e75ccb298eb3d0666102cb336b4a67,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""252. C0/C1 ISOLATION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=252. C0/C1 ISOLATION; disposition=KEEP_GOVERNANCE
REQ-00519,SRC-01:P005934,94e126d567a5cf5ee793f6d9d159413442f25983b9de132acee2d4f64b5e2977,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""253. TREATMENT DELIVERY CHANNEL"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=253. TREATMENT DELIVERY CHANNEL; disposition=KEEP_GOVERNANCE
REQ-00520,SRC-01:P005941,ede24b3dd281e04968a1488b9f31a5bf779f452c9c876bb4e1d0d42c3e654c25,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""254. TREATMENT RECEIPT PROOF"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",EVIDENCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=254. TREATMENT RECEIPT PROOF; disposition=KEEP_GOVERNANCE
REQ-00521,SRC-01:P005954,55102520314f238c6a6c9e3d783b53fa433b894ce01be73076d682407714cfb7,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""255. RECEIPT CHALLENGE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",EVIDENCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=255. RECEIPT CHALLENGE; disposition=KEEP_GOVERNANCE
REQ-00522,SRC-01:P005962,c44b3875068120694a896056cf5e3cd76192118dbe364612bb6c9e76ce39895c,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""256. ARTIFACT CONTENT FREEZE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",RESOURCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=256. ARTIFACT CONTENT FREEZE; disposition=KEEP_GOVERNANCE
REQ-00523,SRC-01:P005973,19f09764555e5b42b6e9e34c8b9cb023719d20b988e929b0a72ccd0b3964e7a1,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""257. ARTIFACT VERSIONING"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=257. ARTIFACT VERSIONING; disposition=KEEP_GOVERNANCE
REQ-00524,SRC-01:P005982,d5764bbf75b94baf688bb574447a706ed7c5124c7ea340e9d46975df75a43243,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""258. APPEND-ONLY EVENT LOG"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=258. APPEND-ONLY EVENT LOG; disposition=KEEP_GOVERNANCE
REQ-00525,SRC-01:P005989,1cd55022e7c58a9c73c4a633870737ee3dec965b8d810ab450d2edd997f15388,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""259. EVENT ORDERING"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",PROCESS_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=259. EVENT ORDERING; disposition=KEEP_GOVERNANCE
REQ-00526,SRC-01:P005996,251b276024a615f3ec08981e5c13b7b703425dcb72b5ea8e846741f9249d5d70,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""260. CRASH CONSISTENCY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=260. CRASH CONSISTENCY; disposition=KEEP_GOVERNANCE
REQ-00527,SRC-01:P006005,135c24178b9dc2119c014cd280fd819402ca26a4ded941ff00ca7b42214c88f5,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""261. EPISODE CHECKPOINT CONTRACT"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",STATE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=261. EPISODE CHECKPOINT CONTRACT; disposition=KEEP_GOVERNANCE
REQ-00528,SRC-01:P006010,98cc1fa50ae7538bc13eae46b0279171961db3bd6333ad17edc1df95e867f1a9,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""262. PARTIAL RUN RECOVERY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",STATE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=262. PARTIAL RUN RECOVERY; disposition=KEEP_GOVERNANCE
REQ-00529,SRC-01:P006016,28141c4045c380fed8a59cbec01dc89497e9874d158f57400583550956535d0f,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""0 recovered"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=0 recovered; disposition=KEEP_GOVERNANCE
REQ-00530,SRC-01:P006021,8bd4ace9619980d698d641dd8cc63aff21a1e3e5c1f076275ac41140ebf0efee,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""263. RECOVERY AUDIT"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",EVIDENCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=263. RECOVERY AUDIT; disposition=KEEP_GOVERNANCE
REQ-00531,SRC-01:P006026,eec42306f3af802a972faf2f204fe45cc97f7062b55c63748f999cba034049bd,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""264. KNOWN 32814702092 FAILURE REGRESSION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=264. KNOWN 32814702092 FAILURE REGRESSION; disposition=KEEP_GOVERNANCE
REQ-00532,SRC-01:P006037,60dce3fc2dbd89533d06252f83a21577452b5ee4373380f93c5295084488504f,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""265. SERIALIZATION BOUNDARY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=265. SERIALIZATION BOUNDARY; disposition=KEEP_GOVERNANCE
REQ-00533,SRC-01:P006044,fe3519a66419448121296440410d3f50f8dcb7878cdbd7b07c2801154a6ec4f2,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""266. SERIALIZATION FAILURE POLICY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",CAPABILITY_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=266. SERIALIZATION FAILURE POLICY; disposition=KEEP_GOVERNANCE
REQ-00534,SRC-01:P006056,71057410ad348a006d285c2a4bd6c94201a14ada3d46a9395de2b56be419417e,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""267. FALLBACK EVIDENCE PATH"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",EVIDENCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=267. FALLBACK EVIDENCE PATH; disposition=KEEP_GOVERNANCE
REQ-00535,SRC-01:P006062,295c8e2636822ac5ac1a45827981c61586a5a0bb494cc7de4dc87c75f18a30e6,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""268. FAILURE ENVELOPE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=268. FAILURE ENVELOPE; disposition=KEEP_GOVERNANCE
REQ-00536,SRC-01:P006067,d8dcded4211da3f13f99017fc771eda42e85283171782830d53e95df2c5aaf66,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""269. EXIT CODE SEMANTICS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=269. EXIT CODE SEMANTICS; disposition=KEEP_GOVERNANCE
REQ-00537,SRC-01:P006072,360c2d0b679b7fc2eca2b64324430569dc6f262d57c081e31d3e8fd018a8417a,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""270. JOB STATUS VS SCIENTIFIC STATUS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=270. JOB STATUS VS SCIENTIFIC STATUS; disposition=KEEP_GOVERNANCE
REQ-00538,SRC-01:P006087,e2f7de2513d08200f5ab22ddc4f4bd565b80ad51c5b1a49ede6346e36f034e8f,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""271. EVIDENCE COMMIT BARRIER"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",EVIDENCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=271. EVIDENCE COMMIT BARRIER; disposition=KEEP_GOVERNANCE
REQ-00539,SRC-01:P006097,f9217d83c96e3fa0a9afaf9352f7edf1559378c7a5e2780239ca0d9a333d4974,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""272. SCIENTIFIC COMMIT BARRIER"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=272. SCIENTIFIC COMMIT BARRIER; disposition=KEEP_GOVERNANCE
REQ-00540,SRC-01:P006106,c64922f41f6ba1c76b1fbe4affadc74ab932551f3cc32ad639fd24cbb12ad0b3,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""273. GATE ENFORCEMENT"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",CONSTRAINT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=273. GATE ENFORCEMENT; disposition=KEEP_GOVERNANCE
REQ-00541,SRC-01:P006116,cd43b175b7fc6bb0dcc7721106f952b8ac836123dbe3ca4389f65463b74dad48,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""274. GATE C PROTECTION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",CONSTRAINT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=274. GATE C PROTECTION; disposition=KEEP_GOVERNANCE
REQ-00542,SRC-01:P006125,5fc28847aa328a80e366511f7b91593a1ca3026cd6e2d01cae327c0f44776a3d,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""275. CLAIM PROMOTION BARRIER"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=275. CLAIM PROMOTION BARRIER; disposition=KEEP_GOVERNANCE
REQ-00543,SRC-01:P006132,52c8935c2d96ed816108e9a997371691c8fa81270f2feed5a7761f82c351a4a4,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""276. EVIDENCE-TO-CLAIM LINKAGE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",EVIDENCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=276. EVIDENCE-TO-CLAIM LINKAGE; disposition=KEEP_GOVERNANCE
REQ-00544,SRC-01:P006138,f1c6b5cba88629895ed07ed4aaa879010c18399a41026d2eb06adf8b49833b67,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""277. AGENT ACTION INTERCEPTOR"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=277. AGENT ACTION INTERCEPTOR; disposition=KEEP_GOVERNANCE
REQ-00545,SRC-01:P006144,113e6531a93b24b9e8f7799300906b33c35db8275ea656eed5a16c71417bcfa4,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""278. ACTION CLASSES"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=278. ACTION CLASSES; disposition=KEEP_GOVERNANCE
REQ-00546,SRC-01:P006149,579a54fcb18e4440d1f6329c4ce636e8b7c08d3d61d33e72ee1f4d1557fe8d9b,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""279. READ ACTIONS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=279. READ ACTIONS; disposition=KEEP_GOVERNANCE
REQ-00547,SRC-01:P006154,38bbc5bf7c01b4c59f9b4a514b47dc31068663ab7cab216b2711ccf6f4f4e000,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""280. CONTROLLED WRITE ACTIONS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=280. CONTROLLED WRITE ACTIONS; disposition=KEEP_GOVERNANCE
REQ-00548,SRC-01:P006161,f05d1948cc3d0527799c89f98c7dfb54cc8d36f2909ffff2ea70262e5956e90b,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""281. PROTECTED WRITE ACTIONS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=281. PROTECTED WRITE ACTIONS; disposition=KEEP_GOVERNANCE
REQ-00549,SRC-01:P006167,8000f2610694c109e4f2512b913c2642fda509e1781f984b0b25da6a2cbf21f5,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""282. DESTRUCTIVE ACTIONS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=282. DESTRUCTIVE ACTIONS; disposition=KEEP_GOVERNANCE
REQ-00550,SRC-01:P006175,a5529045240980226bbaa632cac84196e73f4846e14cb67d4ab085bee8f51ee2,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""283. EXTERNAL ACTIONS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=283. EXTERNAL ACTIONS; disposition=KEEP_GOVERNANCE
REQ-00551,SRC-01:P006181,bb79350cfd65c1372c13c404819df817a050b87d7e33ba4db19c27056b784525,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""284. COST GATE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",RESOURCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=284. COST GATE; disposition=KEEP_GOVERNANCE
REQ-00552,SRC-01:P006187,7c7ea931c007632007809d46b5f114eeeb561623d9662dab3771ced325d94ede,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""285. RESOURCE LIMITS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",RESOURCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=285. RESOURCE LIMITS; disposition=KEEP_GOVERNANCE
REQ-00553,SRC-01:P006193,296874156e25a4d9ac4f46017f65dbe7def883c4e50c4cac9cff9201ac6e512d,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""286. RETRY POLICY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",CAPABILITY_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=286. RETRY POLICY; disposition=KEEP_GOVERNANCE
REQ-00554,SRC-01:P006201,da4e8b820e67ada2ff9cce6bb3f5630adb47ebea9619f67565b87058eb1ef5b6,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""287. RETRY SCIENTIFIC SEMANTICS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=287. RETRY SCIENTIFIC SEMANTICS; disposition=KEEP_GOVERNANCE
REQ-00555,SRC-01:P006209,ca8378939b53982d78301c4a2ffa3821b76989f4531b7dbf7b10cafcf43284b1,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""288. TIMEOUT SEMANTICS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",GOVERNANCE_REQUIREMENT,NEXORA,TRACEABLE_BY_SECTION_HASH,heading=288. TIMEOUT SEMANTICS; disposition=KEEP_GOVERNANCE
